difficulty,qid,sid,text,type,dep,par,answer
Easy,fables-02-11,fables-02,What did the lion fear?,Sch,"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	lion	lion	_	NN	_	5	nsubj	_	_
5	fear	fear	_	NN	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD did) (NP (DT the) (NN lion) (NN fear)))) (. ?))),sharp every horn of the bull
Medium,fables-02-12,fables-02,What is ugly?,Story,"1	What	what	_	WP	_	0	root	_	_
2	is	be	_	VBZ	_	1	cop	_	_
3	ugly	ugly	_	JJ	_	1	nsubj	_	_
4	?	?	_	.	_	1	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBZ is) (ADJP (JJ ugly))) (. ?))),horns
Medium,fables-02-13,fables-02,Who salivated?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	salivated	salivate	_	VBN	_	0	root	_	_
3	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBN salivated))) (. ?))),a lion
Medium,fables-02-14,fables-02,Why did the lion salivate?,Sch,"1	Why	why	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	lion	lion	_	NN	_	5	nsubj	_	_
5	salivate	salivate	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (NP (DT the) (NN lion)) (VP (VB salivate))) (. ?))),because the lion wanted to eat the bull
Medium,fables-02-15,fables-02,What did the lion advise the bull?,Sch,"1	What	what	_	WP	_	5	dep	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	lion	lion	_	NN	_	5	nsubj	_	_
5	advise	advise	_	VBP	_	0	root	_	_
6	the	the	_	DT	_	7	det	_	_
7	bull	bull	_	NN	_	5	dobj	_	_
8	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN lion)) (VP (VBP advise) (NP (DT the) (NN bull)))) (. ?))),to remove every horn of the bull
Medium,fables-02-16,fables-02,Why did the lion advise the bull to remove its horns?,Sch,"1	Why	why	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	lion	lion	_	NN	_	5	nsubj	_	_
5	advise	advise	_	VBP	_	0	root	_	_
6	the	the	_	DT	_	7	det	_	_
7	bull	bull	_	NN	_	5	dobj	_	_
8	to	to	_	TO	_	9	mark	_	_
9	remove	remove	_	VB	_	5	advcl	_	_
10	its	its	_	PRP$	_	11	nmod:poss	_	_
11	horns	horn	_	NNS	_	9	dobj	_	_
12	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (NP (DT the) (NN lion)) (VP (VBP advise) (NP (DT the) (NN bull)) (S (VP (TO to) (VP (VB remove) (NP (PRP$ its) (NNS horns))))))) (. ?))),because every horn of the bull was ugly
Medium,fables-02-17,fables-02,What did the lion decide?,Sch,"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	lion	lion	_	NN	_	5	nsubj	_	_
5	decide	decide	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN lion)) (VP (VB decide))) (. ?))),to attempt to kill the bull
Medium,fables-02-18,fables-02,Who has horns?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	has	have	_	VBZ	_	0	root	_	_
3	horns	horn	_	NNS	_	2	dobj	_	_
4	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBZ has) (NP (NNS horns)))) (. ?))),the bull
Hard,fables-02-19,fables-02,Who did the big cat witness?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	did	do	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	6	det	_	_
4	big	big	_	JJ	_	6	amod	_	_
5	cat	cat	_	NN	_	6	compound	_	_
6	witness	witness	_	NN	_	2	dobj	_	_
7	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD did) (NP (DT the) (JJ big) (NN cat) (NN witness)))) (. ?))),The bull
Hard,fables-02-20,fables-02,Why did not the lion strike the bull?,Sch,"1	Why	why	_	WRB	_	6	advmod	_	_
2	did	do	_	VBD	_	6	aux	_	_
3	not	not	_	RB	_	6	neg	_	_
4	the	the	_	DT	_	5	det	_	_
5	lion	lion	_	NN	_	6	nsubj	_	_
6	strike	strike	_	VB	_	0	root	_	_
7	the	the	_	DT	_	8	det	_	_
8	bull	bull	_	NN	_	6	dobj	_	_
9	?	?	_	.	_	6	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (RB not) (NP (DT the) (NN lion)) (VP (VB strike) (NP (DT the) (NN bull)))) (. ?))),because the lion feared sharp every horn of the bull.
Hard,fables-02-21,fables-02,What did the lion gobble?,Sch,"1	What	what	_	WP	_	0	root	_	_
2	did	do	_	VBD	_	1	root	_	_
3	the	the	_	DT	_	5	det	_	_
4	lion	lion	_	NN	_	5	compound	_	_
5	gobble	gobble	_	NN	_	2	nsubj	_	_
6	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD did) (NP (DT the) (NN lion) (NN gobble)))) (. ?))),the bull
Hard,fables-02-22,fables-02,What did the lion consume?,Sch,"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	lion	lion	_	NN	_	5	nsubj	_	_
5	consume	consume	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN lion)) (VP (VB consume))) (. ?))),the bull
Hard,fables-02-23,fables-02,Who tried to kill the bull?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	tried	try	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	4	mark	_	_
4	kill	kill	_	VB	_	2	xcomp	_	_
5	the	the	_	DT	_	6	det	_	_
6	bull	bull	_	NN	_	4	dobj	_	_
7	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD tried) (S (VP (TO to) (VP (VB kill) (NP (DT the) (NN bull))))))) (. ?))),the lion
Medium,fables-02-24,fables-02,What did the lion watch?,Story,"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	lion	lion	_	NN	_	5	nsubj	_	_
5	watch	watch	_	NN	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD did) (NP (DT the) (NN lion) (NN watch)))) (. ?))),a fat bull feeding in a meadow
Medium,fables-02-25,fables-02,Who was persuaded by this flattery?,Story,"1	Who	who	_	WP	_	3	nsubjpass	_	_
2	was	be	_	VBD	_	3	auxpass	_	_
3	persuaded	persuade	_	VBN	_	0	root	_	_
4	by	by	_	IN	_	6	case	_	_
5	this	this	_	DT	_	6	det	_	_
6	flattery	flattery	_	NN	_	3	nmod	_	_
7	?	?	_	.	_	3	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBD was) (VP (VBN persuaded) (PP (IN by) (NP (DT this) (NN flattery))))) (. ?))),the Bull
Medium,fables-02-26,fables-02,Where was the bull?,Sch,"1	Where	where	_	WRB	_	2	advmod	_	_
2	was	be	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	bull	bull	_	NN	_	2	nsubj	_	_
5	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD was) (NP (DT the) (NN bull))) (. ?))),in a meadow
Medium,fables-02-27,fables-02,What was magnificent?,Story,"1	What	what	_	WP	_	0	root	_	_
2	was	be	_	VBD	_	1	cop	_	_
3	magnificent	magnificent	_	JJ	_	1	nsubj	_	_
4	?	?	_	.	_	1	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD was) (ADJP (JJ magnificent))) (. ?))),your figure
Medium,fables-02-28,fables-02,What was cut off?,Story,"1	What	what	_	WP	_	3	nsubjpass	_	_
2	was	be	_	VBD	_	3	auxpass	_	_
3	cut	cut	_	VBN	_	0	root	_	_
4	off	off	_	RP	_	3	compound:prt	_	_
5	?	?	_	.	_	3	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD was) (VP (VBN cut) (PRT (RP off)))) (. ?))),his horns
Medium,fables-02-29,fables-02,What was powerful?,Story,"1	What	what	_	WP	_	0	root	_	_
2	was	be	_	VBD	_	1	cop	_	_
3	powerful	powerful	_	JJ	_	1	nsubj	_	_
4	?	?	_	.	_	1	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD was) (ADJP (JJ powerful))) (. ?))),your figure
Medium,fables-02-30,fables-02,What was ugly?,Story | Sch,"1	What	what	_	WP	_	0	root	_	_
2	was	be	_	VBD	_	1	cop	_	_
3	ugly	ugly	_	JJ	_	1	nsubj	_	_
4	?	?	_	.	_	1	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD was) (ADJP (JJ ugly))) (. ?))),every horn of the bull | horns
Hard,fables-02-31,fables-02,Who watched the cattle?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	watched	watch	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	cattle	cattle	_	NNS	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD watched) (NP (DT the) (NNS cattle)))) (. ?))),The lion
Hard,fables-02-32,fables-02,Who did the lion attempt to murder?,Sch,"1	Who	who	_	WP	_	5	dep	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	lion	lion	_	NN	_	5	nsubj	_	_
5	attempt	attempt	_	NN	_	0	root	_	_
6	to	to	_	TO	_	7	case	_	_
7	murder	murder	_	NN	_	5	nmod	_	_
8	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD did) (NP (DT the) (NN lion) (NN attempt)) (PP (TO to) (NP (NN murder))))) (. ?))),The bull
Hard,fables-02-33,fables-02,Who planned to deceived the bull?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	planned	plan	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	4	mark	_	_
4	deceived	deceive	_	VBN	_	2	xcomp	_	_
5	the	the	_	DT	_	6	det	_	_
6	bull	bull	_	NN	_	4	dobj	_	_
7	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD planned) (S (VP (TO to) (VP (VBN deceived) (NP (DT the) (NN bull))))))) (. ?))),the lion
Hard,fables-02-34,fables-02,What the bull strip?,Sch,"1	What	what	_	WP	_	0	root	_	_
2	the	the	_	DT	_	4	det	_	_
3	bull	bull	_	NN	_	4	compound	_	_
4	strip	strip	_	NN	_	1	nsubj	_	_
5	?	?	_	.	_	1	punct	_	_",(ROOT (NP (NP (WP What)) (NP (DT the) (NN bull) (NN strip)) (. ?))),every horn of the bull
Hard,fables-02-35,fables-02,Who counseled the bull?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	counseled	counsel	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	bull	bull	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD counseled) (NP (DT the) (NN bull)))) (. ?))),the lion
Hard,fables-02-36,fables-02,Who fobbed the bull?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	fobbed	fob	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	bull	bull	_	NN	_	2	dobj	_	_
5	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD fobbed) (NP (DT the) (NN bull)))) (. ?))),the lion
Easy,fables-07-1,fables-07,Where was the dog lying?,Sch,"1	Where	where	_	WRB	_	5	advmod	_	_
2	was	be	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	dog	dog	_	NN	_	5	nsubj	_	_
5	lying	lie	_	VBG	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD was) (NP (DT the) (NN dog)) (VP (VBG lying))) (. ?))),by the gate of the farmyard
Easy,fables-07-2,fables-07,Who jumped onto the dog?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	jumped	jump	_	VBD	_	0	root	_	_
3	onto	onto	_	IN	_	5	case	_	_
4	the	the	_	DT	_	5	det	_	_
5	dog	dog	_	NN	_	2	nmod	_	_
6	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD jumped) (PP (IN onto) (NP (DT the) (NN dog))))) (. ?))),A wolf
Easy,fables-07-3,fables-07,Who did the dog beg?,Sch,"1	Who	who	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	dog	dog	_	NN	_	5	nsubj	_	_
5	beg	beg	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBD did) (NP (DT the) (NN dog)) (VP (VB beg))) (. ?))),the wolf
Easy,fables-07-4,fables-07,What did the dog beg the wolf to do?,Sch,"1	What	what	_	WP	_	5	dep	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	dog	dog	_	NN	_	5	nsubj	_	_
5	beg	beg	_	VBP	_	0	root	_	_
6	the	the	_	DT	_	7	det	_	_
7	wolf	wolf	_	NN	_	5	dobj	_	_
8	to	to	_	TO	_	9	mark	_	_
9	do	do	_	VB	_	5	advcl	_	_
10	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (DT the) (NN dog)) (VP (VBP beg) (NP (DT the) (NN wolf)) (S (VP (TO to) (VP (VB do)))))) (. ?))),spare the dog
Easy,fables-07-5,fables-07,Who was lying in the sun?,Story,"1	Who	who	_	WP	_	3	nsubj	_	_
2	was	be	_	VBD	_	3	aux	_	_
3	lying	lie	_	VBG	_	0	root	_	_
4	in	in	_	IN	_	6	case	_	_
5	the	the	_	DT	_	6	det	_	_
6	sun	sun	_	NN	_	3	nmod	_	_
7	?	?	_	.	_	3	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VBD was) (VP (VBG lying) (PP (IN in) (NP (DT the) (NN sun))))) (. ?))),A dog
Easy,fables-07-6,fables-07,Where was the dog lying?,Story,"1	Where	where	_	WRB	_	5	advmod	_	_
2	was	be	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	dog	dog	_	NN	_	5	nsubj	_	_
5	lying	lie	_	VBG	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD was) (NP (DT the) (NN dog)) (VP (VBG lying))) (. ?))),before a farmyard gate
Easy,fables-07-7,fables-07,Who thought this was a very good plan?,Story,"1	Who	who	_	WP	_	2	nsubj	_	_
2	thought	think	_	VBD	_	0	root	_	_
3	this	this	_	DT	_	8	nsubj	_	_
4	was	be	_	VBD	_	8	cop	_	_
5	a	a	_	DT	_	8	det	_	_
6	very	very	_	RB	_	7	advmod	_	_
7	good	good	_	JJ	_	8	amod	_	_
8	plan	plan	_	NN	_	2	ccomp	_	_
9	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD thought) (SBAR (S (NP (DT this)) (VP (VBD was) (NP (DT a) (ADJP (RB very) (JJ good)) (NN plan))))))) (. ?))),the wolf
Easy,fables-07-8,fables-07,Where did the wolf return to?,Sch,"1	Where	where	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	wolf	wolf	_	NN	_	5	nsubj	_	_
5	return	return	_	NN	_	0	root	_	_
6	to	to	_	TO	_	5	nmod	_	_
7	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VP (VBD did) (NP (DT the) (NN wolf) (NN return)) (PP (TO to)))) (. ?))),the farmyard
Easy,fables-07-9,fables-07,Why didn't the wolf reach the dog?,Sch,"1	Why	why	_	WRB	_	6	advmod	_	_
2	did	do	_	VBD	_	6	aux	_	_
3	n't	not	_	RB	_	6	neg	_	_
4	the	the	_	DT	_	5	det	_	_
5	wolf	wolf	_	NN	_	6	nsubj	_	_
6	reach	reach	_	VB	_	0	root	_	_
7	the	the	_	DT	_	8	det	_	_
8	dog	dog	_	NN	_	6	dobj	_	_
9	?	?	_	.	_	6	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (RB n't) (NP (DT the) (NN wolf)) (VP (VB reach) (NP (DT the) (NN dog)))) (. ?))),because the dog lied down on the roof of a stable
Easy,fables-07-10,fables-07,Who pounced?,Story,"1	Who	who	_	WP	_	2	nsubj	_	_
2	pounced	pounce	_	VBN	_	0	root	_	_
3	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBN pounced))) (. ?))),a wolf
Easy,blogs-07-1,blogs-07,What is lurking in the apartment?,Story,"1	What	what	_	WP	_	3	nsubj	_	_
2	is	be	_	VBZ	_	3	aux	_	_
3	lurking	lurk	_	VBG	_	0	root	_	_
4	in	in	_	IN	_	6	case	_	_
5	the	the	_	DT	_	6	det	_	_
6	apartment	apartment	_	NN	_	3	nmod	_	_
7	?	?	_	.	_	3	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (NP (VBG lurking)) (PP (IN in) (NP (DT the) (NN apartment))))) (. ?))),a five-limbed insect
Easy,blogs-07-2,blogs-07,What did I grab?,Story,"1	What	what	_	WP	_	4	dobj	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	I	I	_	PRP	_	4	nsubj	_	_
4	grab	grab	_	VB	_	0	root	_	_
5	?	?	_	.	_	4	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (PRP I)) (VP (VB grab))) (. ?))),the closest object within reach
Easy,blogs-07-3,blogs-07,What did I smite mine enemies and smear their greasy bug guts with?,Story,"1	What	what	_	WP	_	4	dep	_	_
2	did	do	_	VBD	_	4	aux	_	_
3	I	I	_	PRP	_	4	nsubj	_	_
4	smite	smite	_	VBP	_	0	root	_	_
5	mine	mine	_	PRP	_	6	amod	_	_
6	enemies	enemy	_	NNS	_	4	dobj	_	_
7	and	and	_	CC	_	4	cc	_	_
8	smear	smear	_	VBP	_	4	conj	_	_
9	their	they	_	PRP$	_	12	nmod:poss	_	_
10	greasy	greasy	_	JJ	_	12	amod	_	_
11	bug	bug	_	NN	_	12	compound	_	_
12	guts	gut	_	NNS	_	8	dobj	_	_
13	with	with	_	IN	_	8	nmod	_	_
14	?	?	_	.	_	4	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VBD did) (SBAR (S (NP (PRP I)) (VP (VP (VBP smite) (S (NP (PRP mine)) (NP (NNS enemies)))) (CC and) (VP (VBP smear) (NP (PRP$ their) (JJ greasy) (NN bug) (NNS guts)) (PP (IN with)))))))) (. ?))),a rolled-up comic book
Easy,blogs-07-4,blogs-07,What entered the apartment of the narrator?,Sch,"1	What	what	_	WDT	_	2	nsubj	_	_
2	entered	enter	_	VBD	_	0	root	_	_
3	the	the	_	DT	_	4	det	_	_
4	apartment	apartment	_	NN	_	2	dobj	_	_
5	of	of	_	IN	_	7	case	_	_
6	the	the	_	DT	_	7	det	_	_
7	narrator	narrator	_	NN	_	4	nmod	_	_
8	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WDT What)) (SQ (VP (VBD entered) (NP (NP (DT the) (NN apartment)) (PP (IN of) (NP (DT the) (NN narrator)))))) (. ?))),a group of bugs
Easy,blogs-07-5,blogs-07,When did a narrator recently and momentarily open?,Sch,"1	When	when	_	WRB	_	0	root	_	_
2	did	do	_	VBD	_	1	dep	_	_
3	a	a	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	2	dobj	_	_
5	recently	recently	_	RB	_	6	advmod	_	_
6	and	and	_	CC	_	4	amod	_	_
7	momentarily	momentarily	_	RB	_	6	advmod	_	_
8	open	open	_	VB	_	6	dep	_	_
9	?	?	_	.	_	1	punct	_	_",(ROOT (SBARQ (WHADVP (WRB When)) (SQ (VBD did) (NP (DT a) (NN narrator)) (ADVP (ADVP (RB recently)) (CC and) (ADVP (RB momentarily))) (VP (VB open))) (. ?))),the door of the patio of the narrator
Easy,blogs-07-6,blogs-07,What began to be the enemy of the narrator?,Sch,"1	What	what	_	WDT	_	2	nsubj	_	_
2	began	begin	_	VBD	_	0	root	_	_
3	to	to	_	TO	_	6	mark	_	_
4	be	be	_	VB	_	6	cop	_	_
5	the	the	_	DT	_	6	det	_	_
6	enemy	enemy	_	NN	_	2	xcomp	_	_
7	of	of	_	IN	_	9	case	_	_
8	the	the	_	DT	_	9	det	_	_
9	narrator	narrator	_	NN	_	6	nmod	_	_
10	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WDT What)) (SQ (VP (VBD began) (S (VP (TO to) (VP (VB be) (NP (NP (DT the) (NN enemy)) (PP (IN of) (NP (DT the) (NN narrator))))))))) (. ?))),the group of bugs
Easy,blogs-07-7,blogs-07,Why did the narrator grab a reachable and close thing that was a rolled comic book?,Sch,"1	Why	why	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	grab	grab	_	VB	_	0	root	_	_
6	a	a	_	DT	_	10	det	_	_
7	reachable	reachable	_	JJ	_	10	amod	_	_
8	and	and	_	CC	_	7	cc	_	_
9	close	close	_	JJ	_	7	conj	_	_
10	thing	thing	_	NN	_	5	dobj	_	_
11	that	that	_	WDT	_	16	nsubj	_	_
12	was	be	_	VBD	_	16	cop	_	_
13	a	a	_	DT	_	16	det	_	_
14	rolled	rolled	_	JJ	_	16	amod	_	_
15	comic	comic	_	JJ	_	16	amod	_	_
16	book	book	_	NN	_	10	acl:relcl	_	_
17	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Why)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB grab) (NP (NP (DT a) (ADJP (JJ reachable) (CC and) (JJ close)) (NN thing)) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (NP (DT a) (JJ rolled) (JJ comic) (NN book)))))))) (. ?))),because the group of bugs scared her
Easy,blogs-07-8,blogs-07,Who stopped hitting the group of bugs?,Sch,"1	Who	who	_	WP	_	2	nsubj	_	_
2	stopped	stop	_	VBD	_	0	root	_	_
3	hitting	hit	_	VBG	_	2	xcomp	_	_
4	the	the	_	DT	_	5	det	_	_
5	group	group	_	NN	_	3	dobj	_	_
6	of	of	_	IN	_	7	case	_	_
7	bugs	bug	_	NNS	_	5	nmod	_	_
8	?	?	_	.	_	2	punct	_	_",(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (VBD stopped) (S (VP (VBG hitting) (NP (NP (DT the) (NN group)) (PP (IN of) (NP (NNS bugs)))))))) (. ?))),the narrator
Easy,blogs-07-9,blogs-07,Where did the narrator begin to look around?,Sch,"1	Where	where	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	narrator	narrator	_	NN	_	5	nsubj	_	_
5	begin	begin	_	VB	_	0	root	_	_
6	to	to	_	TO	_	7	mark	_	_
7	look	look	_	VB	_	5	xcomp	_	_
8	around	around	_	RP	_	7	compound:prt	_	_
9	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (DT the) (NN narrator)) (VP (VB begin) (S (VP (TO to) (VP (VB look) (PRT (RP around))))))) (. ?))),every corner of the apartment of the narrator | every corner of the apartment
Easy,blogs-07-10,blogs-07,What did not even and yet arrive to the apartment of the narrator?,Sch,"1	What	what	_	WP	_	0	root	_	_
2	did	do	_	VBD	_	1	nsubj	_	_
3	not	not	_	RB	_	4	neg	_	_
4	even	even	_	RB	_	2	dep	_	_
5	and	and	_	CC	_	4	cc	_	_
6	yet	yet	_	RB	_	7	advmod	_	_
7	arrive	arrive	_	VBP	_	4	conj	_	_
8	to	to	_	TO	_	10	case	_	_
9	the	the	_	DT	_	10	det	_	_
10	apartment	apartment	_	NN	_	7	nmod	_	_
11	of	of	_	IN	_	13	case	_	_
12	the	the	_	DT	_	13	det	_	_
13	narrator	narrator	_	NN	_	10	nmod	_	_
14	?	?	_	.	_	1	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VP (VP (VBD did) (NP (RB not) (RB even))) (CC and) (VP (ADVP (RB yet)) (VBP arrive) (PP (TO to) (NP (NP (DT the) (NN apartment)) (PP (IN of) (NP (DT the) (NN narrator)))))))) (. ?))),a group of cicadas
Easy,blogs-01-1,blogs-01,When did the G20 summit start?,Sch,"1	When	when	_	WRB	_	6	advmod	_	_
2	did	do	_	VBD	_	6	aux	_	_
3	the	the	_	DT	_	5	det	_	_
4	G20	g20	_	NN	_	5	compound	_	_
5	summit	summit	_	NN	_	6	nsubj	_	_
6	start	start	_	VB	_	0	root	_	_
7	?	?	_	.	_	6	punct	_	_",(ROOT (SBARQ (WHADVP (WRB When)) (SQ (VBD did) (NP (DT the) (NN G20) (NN summit)) (VP (VB start))) (. ?))),on eventful today | eventful today
Easy,blogs-01-2,blogs-01,What is the summit meeting named?,Sch,"1	What	what	_	WP	_	0	root	_	_
2	is	be	_	VBZ	_	1	cop	_	_
3	the	the	_	DT	_	5	det	_	_
4	summit	summit	_	NN	_	5	compound	_	_
5	meeting	meeting	_	NN	_	1	nsubj	_	_
6	named	name	_	VBN	_	5	acl	_	_
7	?	?	_	.	_	1	punct	_	_",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (DT the) (NN summit) (NN meeting)) (VP (VBN named))) (. ?))),G20 summit
Easy,blogs-01-3,blogs-01,Where did the protest happen?,Story | Sch,"1	Where	where	_	WRB	_	5	advmod	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	protest	protest	_	NN	_	5	nsubj	_	_
5	happen	happen	_	VB	_	0	root	_	_
6	?	?	_	.	_	5	punct	_	_",(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBD did) (NP (DT the) (NN protest)) (VP (VB happen))) (. ?))),on a street | along the street where I work | right in front of my store
Easy,blogs-01-4,blogs-01,What did the people burn?,Sch,"1	What	what	_	WP	_	5	dobj	_	_
2	did	do	_	VBD	_	5	aux	_	_
3	the	the	_	DT	_	4	det	_	_
4	people	people	_	NNS	_	5	nsubj	_	_
5	burn	burn	_	VBP	_	0	root	_	_
